ObservationDate,Confirmed,Deaths,Recovered
3/31/2020,13531,214,243
3/31/2020,25150,1789,135
3/31/2020,44,0,0
3/31/2020,645,17,10
3/31/2020,664,6,61
3/31/2020,338,1,41
3/31/2020,172,2,7
3/31/2020,135,3,39
3/31/2020,212,0,58
3/31/2020,119,1,18
3/31/2020,35,0,0
3/31/2020,8,1,0
3/31/2020,987,23,0
3/31/2020,119,3,0
3/31/2020,690,8,0
3/31/2020,2,0,0
3/31/2020,990,6,984
3/31/2020,1289,24,0
3/31/2020,523,8,0
3/31/2020,55,0,1
3/31/2020,80,1,3
3/31/2020,580,8,418
3/31/2020,32,0,10
3/31/2020,1013,24,0
3/31/2020,3,0,0
3/31/2020,8210,173,0
3/31/2020,14,1,0
3/31/2020,141,3,0
3/31/2020,579,6,570
3/31/2020,2966,69,0
3/31/2020,3128,69,0
3/31/2020,11,1,2
3/31/2020,319,10,0
3/31/2020,0,1,0
3/31/2020,49,0,0
3/31/2020,495,9,0
3/31/2020,169,0,74
3/31/2020,6741,85,0
3/31/2020,43,0,6
3/31/2020,36,0,0
3/31/2020,343,1,295
3/31/2020,138,2,125
3/31/2020,3929,111,0
3/31/2020,69,0,34
3/31/2020,13,0,0
3/31/2020,103,3,0
3/31/2020,10,0,2
3/31/2020,114,4,22
3/31/2020,69,2,0
3/31/2020,1494,8,1356
3/31/2020,254,2,250
3/31/2020,146,2,144
3/31/2020,168,6,162
3/31/2020,204,0,0
3/31/2020,321,6,310
3/31/2020,484,13,469
3/31/2020,1276,22,1251
3/31/2020,714,4,128
3/31/2020,67801,3187,63153
3/31/2020,1018,4,1014
3/31/2020,515,8,0
3/31/2020,5994,99,0
3/31/2020,2158,49,0
3/31/2020,107,1,74
3/31/2020,497,7,0
3/31/2020,60,0,0
3/31/2020,646,0,631
3/31/2020,937,1,935
3/31/2020,98,1,92
3/31/2020,434,9,0
3/31/2020,628,11,0
3/31/2020,139,2,124
3/31/2020,5237,239,0
3/31/2020,41,0,10
3/31/2020,303,5,0
3/31/2020,103,1,0
3/31/2020,128,3,27
3/31/2020,1660,18,0
3/31/2020,6620,89,0
3/31/2020,94,1,10
3/31/2020,7615,259,0
3/31/2020,629,12,0
3/31/2020,937,20,0
3/31/2020,1357,15,0
3/31/2020,198,5,0
3/31/2020,5,0,0
3/31/2020,172,3,0
3/31/2020,1114,26,0
3/31/2020,70,0,0
3/31/2020,16,0,0
3/31/2020,357,3,0
3/31/2020,18696,267,0
3/31/2020,315,4,0
3/31/2020,2032,8,4
3/31/2020,75833,1550,0
3/31/2020,152,1,0
3/31/2020,75,0,75
3/31/2020,1535,12,0
3/31/2020,122,3,0
3/31/2020,2,0,0
3/31/2020,17,0,0
3/31/2020,1,0,0
3/31/2020,147,0,0
3/31/2020,2199,55,0
3/31/2020,568,23,0
3/31/2020,1966,33,0
3/31/2020,690,18,0
3/31/2020,4963,63,0
3/31/2020,21,0,0
3/31/2020,239,8,0
3/31/2020,18,0,18
3/31/2020,4162,31,0
3/31/2020,743,2,8
3/31/2020,0,0,1592
3/31/2020,0,0,7024
3/31/2020,247,0,1
3/31/2020,488,8,0
3/31/2020,6,0,1
3/31/2020,184,2,0
3/31/2020,253,3,242
3/31/2020,774,7,753
3/31/2020,509,5,341
3/31/2020,136,0,133
3/31/2020,550,3,536
3/31/2020,6,0,0
3/31/2020,337,0,6
3/31/2020,1083,22,0
3/31/2020,108,1,0
3/31/2020,15,1,2
3/31/2020,69,1,5
3/31/2020,2391,23,0
3/31/2020,3809,54,0
3/31/2020,174,3,135
3/31/2020,1,0,1
3/31/2020,5,0,0
3/31/2020,888,5,0
3/31/2020,293,13,0
3/31/2020,917,4,291
3/31/2020,30,0,0
3/31/2020,1249,27,0
3/31/2020,5432,225,0
3/31/2020,162,1,0
3/31/2020,364,2,41
3/31/2020,1412,25,0
3/31/2020,109,0,0
3/31/2020,76,3,73
3/31/2020,5,0,0
3/31/2020,182,2,172
3/31/2020,1257,1,1226
4/1/2020,237,4,5
4/1/2020,259,15,67
4/1/2020,847,58,61
4/1/2020,390,14,10
4/1/2020,8,2,1
4/1/2020,7,0,0
4/1/2020,1054,28,248
4/1/2020,571,4,31
4/1/2020,10711,146,1436
4/1/2020,359,5,26
4/1/2020,21,1,1
4/1/2020,569,4,337
4/1/2020,54,6,25
4/1/2020,34,0,0
4/1/2020,163,2,53
4/1/2020,13964,828,2132
4/1/2020,3,0,0
4/1/2020,13,0,1
4/1/2020,4,0,0
4/1/2020,115,7,1
4/1/2020,459,13,19
4/1/2020,4,1,0
4/1/2020,6836,240,127
4/1/2020,131,1,52
4/1/2020,422,10,20
4/1/2020,282,16,46
4/1/2020,15,1,0
4/1/2020,2,0,0
4/1/2020,6,1,0
4/1/2020,109,0,25
4/1/2020,233,6,10
4/1/2020,3,0,0
4/1/2020,7,0,0
4/1/2020,3031,16,234
4/1/2020,1065,17,39
4/1/2020,19,0,0
4/1/2020,109,9,3
4/1/2020,375,2,4
4/1/2020,963,6,73
4/1/2020,212,6,12
4/1/2020,320,9,28
4/1/2020,3508,39,61
4/1/2020,3107,104,894
4/1/2020,712,11,603
4/1/2020,33,0,0
4/1/2020,12,0,0
4/1/2020,1284,57,9
4/1/2020,2748,93,58
4/1/2020,779,52,179
4/1/2020,32,1,0
4/1/2020,15,0,1
4/1/2020,15,0,0
4/1/2020,779,5,33
4/1/2020,9,0,0
4/1/2020,29,0,2
4/1/2020,5,0,0
4/1/2020,1446,17,10
4/1/2020,56989,4032,10934
4/1/2020,18,1,0
4/1/2020,4,1,2
4/1/2020,117,0,23
4/1/2020,77872,920,18700
4/1/2020,195,5,31
4/1/2020,1415,50,52
4/1/2020,9,0,0
4/1/2020,39,1,12
4/1/2020,30,0,0
4/1/2020,9,0,0
4/1/2020,19,2,0
4/1/2020,16,0,1
4/1/2020,6,0,0
4/1/2020,172,10,3
4/1/2020,525,20,40
4/1/2020,1220,2,225
4/1/2020,1998,58,148
4/1/2020,1677,157,103
4/1/2020,47593,3036,15473
4/1/2020,728,52,182
4/1/2020,3447,85,5
4/1/2020,6092,26,241
4/1/2020,110574,13155,16847
4/1/2020,190,1,9
4/1/2020,44,3,2
4/1/2020,2178,57,472
4/1/2020,278,5,36
4/1/2020,380,3,26
4/1/2020,81,1,3
4/1/2020,125,1,10
4/1/2020,317,0,80
4/1/2020,111,0,3
4/1/2020,10,0,0
4/1/2020,446,0,1
4/1/2020,479,14,43
4/1/2020,6,0,0
4/1/2020,10,0,0
4/1/2020,68,0,0
4/1/2020,581,8,7
4/1/2020,2319,29,80
4/1/2020,9,2,0
4/1/2020,57,0,0
4/1/2020,2908,45,645
4/1/2020,19,0,13
4/1/2020,31,3,0
4/1/2020,188,0,2
4/1/2020,6,1,2
4/1/2020,161,6,0
4/1/2020,1215,29,35
4/1/2020,423,5,23
4/1/2020,55,1,2
4/1/2020,14,0,2
4/1/2020,123,2,0
4/1/2020,654,39,29
4/1/2020,10,0,0
4/1/2020,14,0,2
4/1/2020,5,0,1
4/1/2020,13614,1173,250
4/1/2020,708,1,83
4/1/2020,5,1,0
4/1/2020,74,5,0
4/1/2020,174,2,9
4/1/2020,354,11,17
4/1/2020,4863,44,13
4/1/2020,210,1,34
4/1/2020,2118,27,94
4/1/2020,1181,30,9
4/1/2020,1,0,0
4/1/2020,69,3,1
4/1/2020,1323,38,394
4/1/2020,2311,96,50
4/1/2020,2554,43,47
4/1/2020,8251,187,43
4/1/2020,835,2,71
4/1/2020,2460,92,252
4/1/2020,2777,24,190
4/1/2020,82,0,0
4/1/2020,8,0,0
4/1/2020,13,0,1
4/1/2020,1,0,1
4/1/2020,236,26,13
4/1/2020,1720,16,264
4/1/2020,190,1,45
4/1/2020,1060,28,0
4/1/2020,10,0,0
4/1/2020,2,0,0
4/1/2020,1000,3,245
4/1/2020,400,1,3
4/1/2020,841,15,10
4/1/2020,5,0,1
4/1/2020,1380,5,50
4/1/2020,9887,165,5567
4/1/2020,104118,9387,22647
4/1/2020,146,3,21
4/1/2020,7,2,2
4/1/2020,10,0,0
4/1/2020,4947,239,103
4/1/2020,17768,488,2967
4/1/2020,10,2,0
4/1/2020,329,5,39
4/1/2020,20,1,1
4/1/2020,1771,12,505
4/1/2020,1,0,0
4/1/2020,36,2,10
4/1/2020,90,5,1
4/1/2020,423,12,5
4/1/2020,15679,277,333
4/1/2020,29474,2352,135
4/1/2020,44,0,0
4/1/2020,794,20,13
4/1/2020,814,8,61
4/1/2020,338,2,41
4/1/2020,181,2,12
4/1/2020,143,3,41
4/1/2020,218,0,63
4/1/2020,134,1,18
4/1/2020,36,0,0
4/1/2020,8,1,0
4/1/2020,1060,27,0
4/1/2020,132,3,0
4/1/2020,754,9,0
4/1/2020,2,0,0
4/1/2020,990,6,984
4/1/2020,1530,29,0
4/1/2020,584,10,0
4/1/2020,55,0,1
4/1/2020,84,1,8
4/1/2020,580,8,418
4/1/2020,32,0,10
4/1/2020,1013,24,0
4/1/2020,3,0,0
4/1/2020,9399,199,0
4/1/2020,22,1,0
4/1/2020,172,3,0
4/1/2020,579,6,570
4/1/2020,2982,69,0
4/1/2020,3557,85,0
4/1/2020,11,1,3
4/1/2020,368,11,0
4/1/2020,0,1,0
4/1/2020,49,0,0
4/1/2020,586,9,0
4/1/2020,173,0,75
4/1/2020,6956,87,0
4/1/2020,51,0,15
4/1/2020,37,0,0
4/1/2020,345,1,298
4/1/2020,138,2,127
4/1/2020,4638,139,0
4/1/2020,81,0,34
4/1/2020,13,0,0
4/1/2020,103,3,0
4/1/2020,10,0,2
4/1/2020,125,6,24
4/1/2020,77,3,0
4/1/2020,1501,8,1357
4/1/2020,254,2,250
4/1/2020,146,2,144
4/1/2020,168,6,162
4/1/2020,224,1,0
4/1/2020,323,6,310
4/1/2020,484,13,469
4/1/2020,1276,22,1251
4/1/2020,765,4,147
4/1/2020,67802,3193,63326
4/1/2020,1018,4,1014
4/1/2020,566,9,0
4/1/2020,6980,141,0
4/1/2020,2564,65,0
4/1/2020,111,1,74
4/1/2020,547,9,0
4/1/2020,68,1,0
4/1/2020,646,0,631
4/1/2020,937,1,935
4/1/2020,98,1,92
4/1/2020,485,10,0
4/1/2020,632,18,0
4/1/2020,140,2,124
4/1/2020,6424,273,0
4/1/2020,41,0,10
4/1/2020,303,5,0
4/1/2020,127,1,0
4/1/2020,135,3,27
4/1/2020,1986,31,0
4/1/2020,7738,122,0
4/1/2020,94,1,10
4/1/2020,9315,335,0
4/1/2020,689,17,0
4/1/2020,1073,22,0
4/1/2020,1613,18,0
4/1/2020,208,6,0
4/1/2020,5,0,0
4/1/2020,210,4,0
4/1/2020,1279,31,0
4/1/2020,81,0,0
4/1/2020,16,0,0
4/1/2020,367,3,0
4/1/2020,22255,355,0
4/1/2020,340,5,0
4/1/2020,2182,9,4
4/1/2020,83948,1941,0
4/1/2020,175,1,0
4/1/2020,75,0,75
4/1/2020,1675,14,0
4/1/2020,142,3,0
4/1/2020,6,1,0
4/1/2020,19,0,0
4/1/2020,2,0,0
4/1/2020,173,0,0
4/1/2020,2547,65,0
4/1/2020,721,30,0
4/1/2020,2392,37,0
4/1/2020,736,19,0
4/1/2020,6009,74,0
4/1/2020,21,0,0
4/1/2020,286,11,0
4/1/2020,18,0,18
4/1/2020,4611,33,0
4/1/2020,781,2,8
4/1/2020,0,0,1324
4/1/2020,0,0,8474
4/1/2020,281,0,40
4/1/2020,566,10,0
4/1/2020,6,0,1
4/1/2020,193,3,0
4/1/2020,255,3,242
4/1/2020,774,7,753
4/1/2020,516,6,341
4/1/2020,137,0,133
4/1/2020,552,3,537
4/1/2020,16,1,6
4/1/2020,367,0,6
4/1/2020,1293,26,0
4/1/2020,129,2,0
4/1/2020,15,1,2
4/1/2020,69,2,5
4/1/2020,2933,24,0
4/1/2020,4355,66,0
4/1/2020,176,3,135
4/1/2020,1,0,1
4/1/2020,6,0,0
4/1/2020,888,5,0
4/1/2020,321,16,0
4/1/2020,968,4,343
4/1/2020,30,0,0
4/1/2020,1483,34,0
4/1/2020,5608,234,0
4/1/2020,191,1,0
4/1/2020,392,2,48
4/1/2020,1556,27,0
4/1/2020,130,0,0
4/1/2020,76,3,73
4/1/2020,5,0,0
4/1/2020,182,2,172
4/1/2020,1257,1,1226
4/2/2020,273,6,10
4/2/2020,277,16,76
4/2/2020,986,86,61
4/2/2020,428,15,10
4/2/2020,8,2,1
4/2/2020,9,0,0
4/2/2020,1133,36,256
4/2/2020,663,7,33
4/2/2020,11129,158,1749
4/2/2020,400,5,26
4/2/2020,24,1,1
4/2/2020,643,4,381
4/2/2020,56,6,25
4/2/2020,46,0,0
4/2/2020,304,4,53
4/2/2020,15348,1011,2495
4/2/2020,3,0,0
4/2/2020,13,0,1
4/2/2020,5,0,1
4/2/2020,123,8,1
4/2/2020,533,16,20
4/2/2020,4,1,0
4/2/2020,8044,324,127
4/2/2020,133,1,56
4/2/2020,457,10,25
4/2/2020,288,16,50
4/2/2020,20,1,0
4/2/2020,3,0,0
4/2/2020,6,1,0
4/2/2020,110,0,34
4/2/2020,306,7,10
4/2/2020,3,0,0
4/2/2020,8,0,0
4/2/2020,3404,18,335
4/2/2020,1161,19,55
4/2/2020,22,2,2
4/2/2020,134,13,3
4/2/2020,396,2,6
4/2/2020,1011,7,88
4/2/2020,233,6,13
4/2/2020,356,10,28
4/2/2020,3858,44,67
4/2/2020,3386,123,1089
4/2/2020,712,11,619
4/2/2020,40,0,0
4/2/2020,12,0,0
4/2/2020,1380,60,16
4/2/2020,3163,120,65
4/2/2020,865,58,201
4/2/2020,41,2,0
4/2/2020,15,0,1
4/2/2020,22,0,0
4/2/2020,858,11,45
4/2/2020,9,0,0
4/2/2020,29,0,3
4/2/2020,7,0,0
4/2/2020,1518,19,300
4/2/2020,59105,5387,12428
4/2/2020,21,1,0
4/2/2020,4,1,2
4/2/2020,134,0,26
4/2/2020,84794,1107,22440
4/2/2020,204,5,31
4/2/2020,1544,53,61
4/2/2020,10,0,0
4/2/2020,47,1,12
4/2/2020,52,0,0
4/2/2020,9,0,0
4/2/2020,19,4,0
4/2/2020,16,0,1
4/2/2020,7,0,0
4/2/2020,219,14,3
4/2/2020,585,21,42
4/2/2020,1319,4,284
4/2/2020,2543,72,191
4/2/2020,1790,170,112
4/2/2020,50468,3160,16711
4/2/2020,772,54,202
4/2/2020,3849,98,5
4/2/2020,6857,36,338
4/2/2020,115242,13915,18278
4/2/2020,194,1,15
4/2/2020,47,3,2
4/2/2020,2495,62,472
4/2/2020,299,5,45
4/2/2020,435,3,27
4/2/2020,110,3,4
4/2/2020,125,1,10
4/2/2020,342,0,81
4/2/2020,116,0,5
4/2/2020,10,0,0
4/2/2020,458,0,31
4/2/2020,494,16,46
4/2/2020,6,0,0
4/2/2020,11,1,0
4/2/2020,75,0,0
4/2/2020,649,9,7
4/2/2020,2487,30,80
4/2/2020,9,2,0
4/2/2020,59,0,0
4/2/2020,3,0,0
4/2/2020,3116,50,767
4/2/2020,19,0,13
4/2/2020,36,3,0
4/2/2020,196,0,2
4/2/2020,6,1,2
4/2/2020,169,7,0
4/2/2020,1378,37,35
4/2/2020,505,6,23
4/2/2020,60,1,2
4/2/2020,14,0,2
4/2/2020,144,2,0
4/2/2020,708,44,31
4/2/2020,10,0,0
4/2/2020,14,0,3
4/2/2020,6,0,1
4/2/2020,14697,1339,250
4/2/2020,797,1,92
4/2/2020,5,1,0
4/2/2020,98,5,0
4/2/2020,184,2,20
4/2/2020,384,11,17
4/2/2020,5147,50,32
4/2/2020,231,1,57
4/2/2020,2421,34,125
4/2/2020,1317,32,9
4/2/2020,1,0,0
4/2/2020,77,3,2
4/2/2020,1414,55,537
4/2/2020,2633,107,51
4/2/2020,2946,57,56
4/2/2020,9034,209,68
4/2/2020,949,3,72
4/2/2020,2738,115,267
4/2/2020,3548,30,235
4/2/2020,84,0,0
4/2/2020,9,0,0
4/2/2020,13,0,1
4/2/2020,2,0,1
4/2/2020,245,30,21
4/2/2020,1885,21,328
4/2/2020,195,1,55
4/2/2020,1171,31,0
4/2/2020,10,0,0
4/2/2020,2,0,0
4/2/2020,1049,4,266
4/2/2020,426,1,5
4/2/2020,897,17,70
4/2/2020,5,0,1
4/2/2020,1462,5,50
4/2/2020,9976,169,5828
4/2/2020,112065,10348,26743
4/2/2020,151,4,21
4/2/2020,8,2,2
4/2/2020,10,0,0
4/2/2020,5568,308,103
4/2/2020,18827,536,4013
4/2/2020,16,2,0
4/2/2020,339,5,45
4/2/2020,20,1,2
4/2/2020,1875,15,505
4/2/2020,1,0,0
4/2/2020,39,2,17
4/2/2020,94,5,1
4/2/2020,455,14,5
4/2/2020,18135,356,415
4/2/2020,33718,2921,135
4/2/2020,45,0,0
4/2/2020,897,22,19
4/2/2020,1024,8,96
4/2/2020,350,4,62
4/2/2020,205,2,25
4/2/2020,146,5,43
4/2/2020,233,0,75
4/2/2020,161,1,18
4/2/2020,39,1,0
4/2/2020,9,1,0
4/2/2020,1233,32,0
4/2/2020,143,3,0
4/2/2020,969,13,0
4/2/2020,3,0,0
4/2/2020,990,6,984
4/2/2020,1715,32,0
4/2/2020,643,12,0
4/2/2020,60,0,1
4/2/2020,87,1,11
4/2/2020,582,8,424
4/2/2020,35,0,11
4/2/2020,2,0,0
4/2/2020,1121,31,0
4/2/2020,3,0,0
4/2/2020,10773,238,0
4/2/2020,28,1,0
4/2/2020,193,3,0
4/2/2020,579,6,570
4/2/2020,3342,80,0
4/2/2020,3824,112,0
4/2/2020,11,1,3
4/2/2020,393,12,0
4/2/2020,0,1,0
4/2/2020,49,0,0
4/2/2020,653,12,0
4/2/2020,177,0,81
4/2/2020,9008,164,0
4/2/2020,51,0,15
4/2/2020,37,0,0
4/2/2020,345,1,299
4/2/2020,138,2,127
4/2/2020,5348,163,0
4/2/2020,88,0,46
4/2/2020,13,0,0
4/2/2020,103,3,0
4/2/2020,10,0,2
4/2/2020,128,6,24
4/2/2020,82,3,0
4/2/2020,1507,8,1365
4/2/2020,254,2,252
4/2/2020,146,2,144
4/2/2020,168,6,162
4/2/2020,256,1,0
4/2/2020,325,6,310
4/2/2020,488,13,469
4/2/2020,1276,22,1251
4/2/2020,802,4,147
4/2/2020,67802,3199,63471
4/2/2020,1019,4,1014
4/2/2020,776,9,0
4/2/2020,7695,163,0
4/2/2020,3038,78,0
4/2/2020,117,1,74
4/2/2020,614,11,0
4/2/2020,95,1,0
4/2/2020,647,0,631
4/2/2020,937,1,935
4/2/2020,98,1,92
4/2/2020,553,12,0
4/2/2020,770,31,0
4/2/2020,141,2,124
4/2/2020,9149,310,0
4/2/2020,41,0,10
4/2/2020,376,7,0
4/2/2020,167,1,0
4/2/2020,138,3,27
4/2/2020,2331,36,0
4/2/2020,8966,154,0
4/2/2020,116,1,10
4/2/2020,10791,417,0
4/2/2020,742,18,0
4/2/2020,1177,26,0
4/2/2020,1857,22,0
4/2/2020,241,6,0
4/2/2020,5,0,0
4/2/2020,246,5,0
4/2/2020,1463,38,0
4/2/2020,91,0,0
4/2/2020,18,0,1
4/2/2020,316,3,0
4/2/2020,25590,537,0
4/2/2020,388,6,0
4/2/2020,2298,10,4
4/2/2020,92506,2373,0
4/2/2020,183,1,0
4/2/2020,75,0,75
4/2/2020,1977,21,0
4/2/2020,159,3,0
4/2/2020,6,1,0
4/2/2020,21,0,0
4/2/2020,2,0,0
4/2/2020,193,0,0
4/2/2020,2901,81,0
4/2/2020,881,34,0
4/2/2020,2793,53,0
4/2/2020,826,21,0
4/2/2020,7268,90,0
4/2/2020,22,0,0
4/2/2020,316,12,0
4/2/2020,18,0,18
4/2/2020,5518,36,0
4/2/2020,835,4,8
4/2/2020,0,0,1735
4/2/2020,0,0,9001
4/2/2020,308,0,40
4/2/2020,645,12,0
4/2/2020,6,0,1
4/2/2020,206,3,0
4/2/2020,255,3,242
4/2/2020,775,7,753
4/2/2020,522,6,343
4/2/2020,137,0,133
4/2/2020,554,3,537
4/2/2020,18,1,6
4/2/2020,367,0,6
4/2/2020,1554,31,0
4/2/2020,165,2,0
4/2/2020,22,1,2
4/2/2020,72,2,5
4/2/2020,3013,36,0
4/2/2020,5069,77,0
4/2/2020,176,3,135
4/2/2020,1,0,1
4/2/2020,5,0,0
4/2/2020,1092,7,0
4/2/2020,338,17,0
4/2/2020,1036,5,422
4/2/2020,30,0,0
4/2/2020,1706,41,0
4/2/2020,6389,271,0
4/2/2020,216,2,0
4/2/2020,400,2,64
4/2/2020,1748,38,0
4/2/2020,150,0,0
4/2/2020,76,3,73
4/2/2020,6,0,0
4/2/2020,183,2,172
4/2/2020,1258,1,1228
4/3/2020,281,6,10
4/3/2020,304,17,89
4/3/2020,1171,105,62
4/3/2020,439,16,16
4/3/2020,8,2,1
4/3/2020,15,0,0
4/3/2020,1265,39,266
4/3/2020,736,7,43
4/3/2020,11524,168,2022
4/3/2020,443,5,32
4/3/2020,24,1,1
4/3/2020,672,4,382
4/3/2020,61,6,26
4/3/2020,51,0,0
4/3/2020,351,4,53
4/3/2020,16770,1143,2872
4/3/2020,4,0,0
4/3/2020,16,0,2
4/3/2020,5,0,2
4/3/2020,132,9,1
4/3/2020,579,17,27
4/3/2020,4,1,0
4/3/2020,9056,359,127
4/3/2020,134,1,65
4/3/2020,485,14,30
4/3/2020,302,16,50
4/3/2020,20,1,0
4/3/2020,3,0,0
4/3/2020,6,1,0
4/3/2020,114,0,35
4/3/2020,509,8,17
4/3/2020,8,0,0
4/3/2020,8,0,0
4/3/2020,3737,22,427
4/3/2020,1267,25,55
4/3/2020,22,2,2
4/3/2020,134,13,3
4/3/2020,416,2,11
4/3/2020,1079,8,92
4/3/2020,269,6,15
4/3/2020,396,11,28
4/3/2020,4091,53,72
4/3/2020,3757,139,1193
4/3/2020,712,11,619
4/3/2020,49,0,8
4/3/2020,12,0,0
4/3/2020,1488,68,16
4/3/2020,3368,145,65
4/3/2020,985,66,216
4/3/2020,46,2,0
4/3/2020,16,0,1
4/3/2020,22,0,0
4/3/2020,961,12,48
4/3/2020,9,0,0
4/3/2020,35,0,3
4/3/2020,7,0,0
4/3/2020,1615,20,300
4/3/2020,64338,6507,14008
4/3/2020,21,1,1
4/3/2020,4,1,2
4/3/2020,155,0,28
4/3/2020,91159,1275,24575
4/3/2020,205,5,31
4/3/2020,1613,63,78
4/3/2020,12,0,0
4/3/2020,50,1,12
4/3/2020,73,0,2
4/3/2020,15,0,0
4/3/2020,23,4,0
4/3/2020,18,0,1
4/3/2020,7,0,0
4/3/2020,222,15,3
4/3/2020,623,26,43
4/3/2020,1364,4,309
4/3/2020,2567,72,192
4/3/2020,1986,181,134
4/3/2020,53183,3294,17935
4/3/2020,820,54,226
4/3/2020,4273,120,5
4/3/2020,7428,40,403
4/3/2020,119827,14681,19758
4/3/2020,218,1,19
4/3/2020,47,3,2
4/3/2020,2617,63,514
4/3/2020,310,5,58
4/3/2020,464,6,29
4/3/2020,122,4,4
4/3/2020,126,1,10
4/3/2020,417,0,82
4/3/2020,130,1,6
4/3/2020,10,0,0
4/3/2020,493,1,1
4/3/2020,508,17,50
4/3/2020,7,0,0
4/3/2020,11,1,0
4/3/2020,75,0,0
4/3/2020,696,9,7
4/3/2020,2612,31,500
4/3/2020,9,2,0
4/3/2020,70,0,0
4/3/2020,3,0,0
4/3/2020,3333,53,827
4/3/2020,19,0,13
4/3/2020,39,3,0
4/3/2020,202,0,2
4/3/2020,6,1,2
4/3/2020,186,7,0
4/3/2020,1510,50,633
4/3/2020,591,8,26
4/3/2020,64,1,3
4/3/2020,14,0,2
4/3/2020,174,2,1
4/3/2020,791,48,57
4/3/2020,10,0,0
4/3/2020,14,0,3
4/3/2020,6,0,1
4/3/2020,15723,1487,250
4/3/2020,868,1,103
4/3/2020,5,1,0
4/3/2020,120,5,0
4/3/2020,210,4,25
4/3/2020,430,12,20
4/3/2020,5370,59,32
4/3/2020,252,1,57
4/3/2020,2686,40,126
4/3/2020,1475,37,10
4/3/2020,1,0,0
4/3/2020,92,3,6
4/3/2020,1595,61,537
4/3/2020,3018,136,52
4/3/2020,3383,71,56
4/3/2020,9886,246,68
4/3/2020,1075,3,93
4/3/2020,3183,133,283
4/3/2020,4149,34,281
4/3/2020,89,0,0
4/3/2020,9,0,0
4/3/2020,13,0,1
4/3/2020,3,0,1
4/3/2020,245,30,21
4/3/2020,2039,25,351
4/3/2020,207,1,66
4/3/2020,1476,39,0
4/3/2020,10,0,0
4/3/2020,2,0,0
4/3/2020,1114,5,282
4/3/2020,450,1,10
4/3/2020,934,20,70
4/3/2020,7,0,1
4/3/2020,1505,9,95
4/3/2020,10062,174,6021
4/3/2020,119199,11198,30513
4/3/2020,159,4,24
4/3/2020,10,2,2
4/3/2020,10,1,0
4/3/2020,6131,358,205
4/3/2020,19606,591,4846
4/3/2020,16,2,0
4/3/2020,348,5,50
4/3/2020,20,1,3
4/3/2020,1978,19,612
4/3/2020,1,0,0
4/3/2020,40,3,17
4/3/2020,98,6,1
4/3/2020,495,18,5
4/3/2020,20921,425,484
4/3/2020,38168,3605,135
4/3/2020,48,0,0
4/3/2020,1072,27,22
4/3/2020,1264,9,108
4/3/2020,369,4,68
4/3/2020,227,2,25
4/3/2020,153,7,52
4/3/2020,237,0,85
4/3/2020,194,1,21
4/3/2020,39,1,2
4/3/2020,9,1,0
4/3/2020,1495,38,0
4/3/2020,157,3,0
4/3/2020,969,13,0
4/3/2020,3,0,0
4/3/2020,990,6,984
4/3/2020,1937,41,0
4/3/2020,704,12,0
4/3/2020,62,0,1
4/3/2020,91,1,18
4/3/2020,584,8,434
4/3/2020,35,0,14
4/3/2020,2,0,0
4/3/2020,1174,31,0
4/3/2020,3,0,0
4/3/2020,12004,265,0
4/3/2020,28,1,0
4/3/2020,232,4,13
4/3/2020,579,6,570
4/3/2020,3742,97,0
4/3/2020,4914,131,0
4/3/2020,11,1,3
4/3/2020,450,14,0
4/3/2020,0,1,0
4/3/2020,49,0,0
4/3/2020,757,15,0
4/3/2020,179,0,91
4/3/2020,10268,170,0
4/3/2020,57,0,22
4/3/2020,39,0,0
4/3/2020,349,1,300
4/3/2020,138,2,127
4/3/2020,5831,184,0
4/3/2020,95,0,46
4/3/2020,13,0,0
4/3/2020,103,3,0
4/3/2020,10,0,3
4/3/2020,130,7,24
4/3/2020,84,4,0
4/3/2020,1514,8,1368
4/3/2020,254,2,252
4/3/2020,146,2,144
4/3/2020,168,6,162
4/3/2020,319,3,0
4/3/2020,326,6,310
4/3/2020,489,13,469
4/3/2020,1276,22,1251
4/3/2020,845,4,173
4/3/2020,67802,3203,63612
4/3/2020,1019,4,1014
4/3/2020,891,9,0
4/3/2020,8904,210,0
4/3/2020,3437,102,0
4/3/2020,117,1,74
4/3/2020,699,11,0
4/3/2020,114,1,0
4/3/2020,651,0,632
4/3/2020,937,1,935
4/3/2020,98,1,92
4/3/2020,629,18,0
4/3/2020,770,34,0
4/3/2020,141,2,124
4/3/2020,10297,370,0
4/3/2020,43,0,10
4/3/2020,432,9,0
4/3/2020,182,2,0
4/3/2020,143,3,27
4/3/2020,2758,43,0
4/3/2020,10402,192,0
4/3/2020,128,2,10
4/3/2020,12744,479,0
4/3/2020,788,22,0
4/3/2020,1358,29,0
4/3/2020,1864,25,0
4/3/2020,243,5,0
4/3/2020,6,0,0
4/3/2020,279,6,0
4/3/2020,1514,43,0
4/3/2020,91,0,0
4/3/2020,18,0,1
4/3/2020,479,5,0
4/3/2020,29895,646,0
4/3/2020,534,10,0
4/3/2020,2389,12,4
4/3/2020,102987,2935,0
4/3/2020,195,1,0
4/3/2020,75,0,75
4/3/2020,2251,27,0
4/3/2020,173,3,0
4/3/2020,8,1,0
4/3/2020,22,0,0
4/3/2020,2,0,0
4/3/2020,207,0,0
4/3/2020,3312,91,0
